seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S122,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S122,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S122,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S122,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S122,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S122,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S122,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S133,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S133,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S133,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S133,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S133,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S133,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S133,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S133,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S133,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S133,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S123,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S123,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S123,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S123,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S123,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S123,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S123,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S123,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S123,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S123,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S144,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S144,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S144,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S144,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S144,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S144,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S144,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S144,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S144,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S144,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S137,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S137,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S137,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S137,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S137,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S137,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S137,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S137,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S137,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S137,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S117,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S117,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S117,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S117,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S117,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S117,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S117,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S117,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S117,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S117,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S134,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S134,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S134,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S134,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S134,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S134,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S134,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S134,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S134,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S130,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S130,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S130,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S130,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S130,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S130,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S130,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S130,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S130,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S130,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S121,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S121,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S121,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S121,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S121,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S121,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S121,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S121,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S121,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S121,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S114,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S114,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S114,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S114,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S114,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S114,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S114,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S114,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S114,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S124,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S124,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S124,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S124,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S124,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S124,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S124,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S124,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S124,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S124,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S111,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S111,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S111,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S111,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S111,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S111,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S111,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S111,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S111,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S111,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S128,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S128,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S128,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S128,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S128,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S128,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S128,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S128,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S128,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S128,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S116,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S116,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S116,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S116,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S116,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S116,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S116,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S116,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S116,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S142,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S142,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S142,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S142,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S142,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S142,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S142,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S142,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S142,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S142,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S132,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S132,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S132,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S132,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S132,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S132,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S132,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S132,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S132,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S132,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S139,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S139,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S139,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S139,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S139,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S139,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S139,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S139,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S139,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S139,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S127,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S127,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S127,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S127,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S127,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S127,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S127,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S127,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S127,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S127,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S141,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S141,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S141,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S141,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S141,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S141,I379194,Allen Solly Formal Pants,Apparel,27576.5,4993.0,1.376894645E8
S141,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S141,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S141,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S141,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
S140,I650036,H&m Cotton Shirt,Apparel,140263.25,4999.0,7.0117598675E8
S140,I834643,Zara Maxi Dress,Apparel,20654.83,4996.0,1.0319153068E8
S140,I778368,Bajaj Mixer Grinder,Home Appliances,146374.96,4996.0,7.3128930016E8
S140,I887349,Samsung Galaxy S24 Ultra,Electronics,116175.51,4995.0,5.802966724499999E8
S140,I762957,Nike Air Zoom Pegasus,Footwear,40128.69,4995.0,2.0044280655E8
S140,I1009227,Allen Solly Formal Pants,Apparel,20969.92,4992.0,1.0468184063999999E8
S140,I431070,Samsung 55” Smart Tv,Home Appliances,144301.53,4991.0,7.2020893623E8
S140,I213219,Dyson Vacuum Cleaner,Home Appliances,80201.7,4991.0,4.002866847E8
S140,I497985,Philips Air Fryer,Home Appliances,138513.8,4991.0,6.913223758E8
